Gemeinde,Year,Abschnitt,Betrag in Euro
oberhofen-am-irrsee,2009,Allgemeinbildender Unterricht,126616.11
oberhofen-am-irrsee,2009,Vorschulische Erziehung,99493.41
oberhofen-am-irrsee,2009,Berufsb. Unterricht,10112.88
oberhofen-am-irrsee,2009,Förderung des Unterrichtes,958.53
oberhofen-am-irrsee,2009,Summe,489433.64
oberhofen-am-irrsee,2010,Allgemeinbildender Unterricht,131386.79
oberhofen-am-irrsee,2010,Sport und außerschulische Leibeserziehung,102936.66
oberhofen-am-irrsee,2010,Vorschulische Erziehung,67780.92
oberhofen-am-irrsee,2010,Berufsb. Unterricht,12890.26
oberhofen-am-irrsee,2010,Förderung des Unterrichtes,1792.42
oberhofen-am-irrsee,2010,Summe,316787.05
oberhofen-am-irrsee,2011,Allgemeinbildender Unterricht,135044.50
oberhofen-am-irrsee,2011,Sport und außerschulische Leibeserziehung,107734.60
oberhofen-am-irrsee,2011,Vorschulische Erziehung,75438.60
oberhofen-am-irrsee,2011,Berufsb. Unterricht,5450.00
oberhofen-am-irrsee,2011,Förderung des Unterrichtes,4699.60
oberhofen-am-irrsee,2011,Summe,328367.3
oberhofen-am-irrsee,2012,Allgemeinbildender Unterricht,144512.40
oberhofen-am-irrsee,2012,Vorschulische Erziehung,66526.43
oberhofen-am-irrsee,2012,Sport und außerschulische Leibeserziehung,51183.91
oberhofen-am-irrsee,2012,Förderung des Unterrichtes,2362.08
oberhofen-am-irrsee,2012,Berufsb. Unterricht,1625.89
oberhofen-am-irrsee,2012,Summe,266210.71
oberhofen-am-irrsee,2013,Allgemeinbildender Unterricht,143776.91
oberhofen-am-irrsee,2013,Vorschulische Erziehung,89062.09
oberhofen-am-irrsee,2013,Sport und außerschulische Leibeserziehung,47958.09
oberhofen-am-irrsee,2013,Förderung des Unterrichtes,3706.46
oberhofen-am-irrsee,2013,Berufsb. Unterricht,2053.82
oberhofen-am-irrsee,2013,Summe,286557.37
oberhofen-am-irrsee,2014,Allgemeinbildender Unterricht,159972.09
oberhofen-am-irrsee,2014,Vorschulische Erziehung,118039.50
oberhofen-am-irrsee,2014,Sport und außerschulische Leibeserziehung,42274.95
oberhofen-am-irrsee,2014,Berufsb. Unterricht,6117.40
oberhofen-am-irrsee,2014,Förderung des Unterrichtes,1030.82
oberhofen-am-irrsee,2014,Summe,327434.76
oberhofen-am-irrsee,2015,Allgemeinbildender Unterricht,157397.34
oberhofen-am-irrsee,2015,Vorschulische Erziehung,148070.05
oberhofen-am-irrsee,2015,Sport und außerschulische Leibeserziehung,48877.77
oberhofen-am-irrsee,2015,Förderung des Unterrichtes,2980.83
oberhofen-am-irrsee,2015,Berufsb. Unterricht,1329.80
oberhofen-am-irrsee,2015,Summe,358655.79
oberhofen-am-irrsee,2016,Allgemeinbildender Unterricht,158950.69
oberhofen-am-irrsee,2016,Vorschulische Erziehung,153144.88
oberhofen-am-irrsee,2016,Sport und außerschulische Leibeserziehung,25733.25
oberhofen-am-irrsee,2016,Berufsb. Unterricht,3851.67
oberhofen-am-irrsee,2016,Förderung des Unterrichtes,1430.42
oberhofen-am-irrsee,2016,Summe,343110.91
oberhofen-am-irrsee,2017,Allgemeinbildender Unterricht,176724.49
oberhofen-am-irrsee,2017,Vorschulische Erziehung,151230.61
oberhofen-am-irrsee,2017,Sport und außerschulische Leibeserziehung,32071.51
oberhofen-am-irrsee,2017,Berufsb. Unterricht,7369.06
oberhofen-am-irrsee,2017,Förderung des Unterrichtes,1354.96
oberhofen-am-irrsee,2017,Summe,368750.63
oberhofen-am-irrsee,2018,Allgemeinbildender Unterricht,236527.38
oberhofen-am-irrsee,2018,Vorschulische Erziehung,168483.00
oberhofen-am-irrsee,2018,Sport und außerschulische Leibeserziehung,34160.83
oberhofen-am-irrsee,2018,Berufsb. Unterricht,6914.19
oberhofen-am-irrsee,2018,Förderung des Unterrichtes,851.86
oberhofen-am-irrsee,2018,Summe,446937.26
oberhofen-am-irrsee,2019,Allgemeinbildender Unterricht,257434.94
oberhofen-am-irrsee,2019,Vorschulische Erziehung,204547.13
oberhofen-am-irrsee,2019,Sport und außerschulische Leibeserziehung,21783.34
oberhofen-am-irrsee,2019,Berufsb. Unterricht,8910.68
oberhofen-am-irrsee,2019,Förderung des Unterrichtes,1515.99
oberhofen-am-irrsee,2019,Summe,494192.08
oberkappel,2007,Vorschulische Erziehung,168835.49
oberkappel,2007,Allgemeinbildender Unterricht,99406.94
oberkappel,2007,Sport und außerschulische Leibeserziehung,2752.12
oberkappel,2007,Berufsb. Unterricht,2498.00
oberkappel,2007,Erwachsenenbildung,1327.28
oberkappel,2007,Außerschulische Jugenerziehung,66.60
oberkappel,2007,Summe,274886.43
oberkappel,2008,Vorschulische Erziehung,219013.96
oberkappel,2008,Allgemeinbildender Unterricht,90418.04
oberkappel,2008,Sport und außerschulische Leibeserziehung,6992.92
oberkappel,2008,Berufsb. Unterricht,3755.24
oberkappel,2008,Erwachsenenbildung,1354.46
oberkappel,2008,Außerschulische Jugenerziehung,99.00
oberkappel,2008,Summe,321633.62
oberkappel,2009,Vorschulische Erziehung,256811.10
oberkappel,2009,Allgemeinbildender Unterricht,143385.97
oberkappel,2009,Sport und außerschulische Leibeserziehung,15910.01
oberkappel,2009,Berufsb. Unterricht,3104.00
oberkappel,2009,Erwachsenenbildung,1538.76
oberkappel,2009,Außerschulische Jugenerziehung,98.55
oberkappel,2009,Summe,420848.39
oberkappel,2010,Vorschulische Erziehung,239183.15
oberkappel,2010,Allgemeinbildender Unterricht,107257.76
oberkappel,2010,Sport und außerschulische Leibeserziehung,3453.80
oberkappel,2010,Berufsb. Unterricht,2284.00
oberkappel,2010,Erwachsenenbildung,1490.66
oberkappel,2010,Außerschulische Jugenerziehung,76.50
oberkappel,2010,Summe,353745.87
oberkappel,2011,Vorschulische Erziehung,159897.47
oberkappel,2011,Allgemeinbildender Unterricht,97763.78
oberkappel,2011,Erwachsenenbildung,3592.54
oberkappel,2011,Sport und außerschulische Leibeserziehung,3278.84
oberkappel,2011,Berufsb. Unterricht,2731.25
oberkappel,2011,Außerschulische Jugenerziehung,103.50
oberkappel,2011,Summe,267367.38
oberkappel,2012,Vorschulische Erziehung,191863.70
oberkappel,2012,Allgemeinbildender Unterricht,101770.40
oberkappel,2012,Sport und außerschulische Leibeserziehung,47461.91
oberkappel,2012,Berufsb. Unterricht,5381.68
oberkappel,2012,Erwachsenenbildung,3607.92
oberkappel,2012,Außerschulische Jugenerziehung,138.00
oberkappel,2012,Summe,350223.61
oberkappel,2013,Vorschulische Erziehung,229355.35
oberkappel,2013,Allgemeinbildender Unterricht,113572.24
oberkappel,2013,Erwachsenenbildung,3607.56
oberkappel,2013,Sport und außerschulische Leibeserziehung,1738.06
oberkappel,2013,Berufsb. Unterricht,1511.04
oberkappel,2013,Außerschulische Jugenerziehung,382.40
oberkappel,2013,Forschung und Wissenschaft,75.00
oberkappel,2013,Summe,350241.65
oberkappel,2014,Vorschulische Erziehung,225074.26
oberkappel,2014,Allgemeinbildender Unterricht,158993.52
oberkappel,2014,Erwachsenenbildung,3608.43
oberkappel,2014,Berufsb. Unterricht,2846.65
oberkappel,2014,Außerschulische Jugenerziehung,2431.98
oberkappel,2014,Sport und außerschulische Leibeserziehung,1738.90
oberkappel,2014,Forschung und Wissenschaft,150.00
oberkappel,2014,Summe,394843.74
oberkappel,2015,Vorschulische Erziehung,268535.74
oberkappel,2015,Allgemeinbildender Unterricht,239440.89
oberkappel,2015,Außerschulische Jugenerziehung,6497.29
oberkappel,2015,Erwachsenenbildung,3629.40
oberkappel,2015,Sport und außerschulische Leibeserziehung,1741.46
oberkappel,2015,Berufsb. Unterricht,1289.85
oberkappel,2015,Forschung und Wissenschaft,100.00
oberkappel,2015,Summe,521234.63
oberkappel,2016,Vorschulische Erziehung,265571.18
oberkappel,2016,Allgemeinbildender Unterricht,213404.69
oberkappel,2016,Erwachsenenbildung,3840.69
oberkappel,2016,Außerschulische Jugenerziehung,3682.60
oberkappel,2016,Berufsb. Unterricht,2061.15
oberkappel,2016,Sport und außerschulische Leibeserziehung,1742.28
oberkappel,2016,Forschung und Wissenschaft,50.00
oberkappel,2016,Summe,490352.59
oberkappel,2017,Vorschulische Erziehung,221324.23
oberkappel,2017,Allgemeinbildender Unterricht,212580.44
oberkappel,2017,Erwachsenenbildung,3782.22
oberkappel,2017,Berufsb. Unterricht,2045.02
oberkappel,2017,Sport und außerschulische Leibeserziehung,1743.82
oberkappel,2017,Forschung und Wissenschaft,100.00
oberkappel,2017,Summe,441575.73
oberkappel,2018,Vorschulische Erziehung,248279.39
oberkappel,2018,Allgemeinbildender Unterricht,200056.41
oberkappel,2018,Erwachsenenbildung,3708.73
oberkappel,2018,Sport und außerschulische Leibeserziehung,1743.92
oberkappel,2018,Berufsb. Unterricht,796.82
oberkappel,2018,Summe,454585.27
oberkappel,2019,Vorschulische Erziehung,254388.31
oberkappel,2019,Allgemeinbildender Unterricht,226261.33
oberkappel,2019,Erwachsenenbildung,3755.88
oberkappel,2019,Berufsb. Unterricht,2970.56
oberkappel,2019,Sport und außerschulische Leibeserziehung,1743.05
oberkappel,2019,Forschung und Wissenschaft,25.00
oberkappel,2019,Außerschulische Jugenerziehung,0.00
oberkappel,2019,Summe,489144.13
obernberg-am-inn,2007,Allgemeinbildender Unterricht,852760.72
obernberg-am-inn,2007,Vorschulische Erziehung,142528.44
obernberg-am-inn,2007,Berufsb. Unterricht,14103.88
obernberg-am-inn,2007,Erwachsenenbildung,9971.24
obernberg-am-inn,2007,Förderung des Unterrichtes,9395.75
obernberg-am-inn,2007,Sport und außerschulische Leibeserziehung,7107.66
obernberg-am-inn,2007,Summe,1035867.69
obernberg-am-inn,2008,Allgemeinbildender Unterricht,312409.35
obernberg-am-inn,2008,Vorschulische Erziehung,149189.26
obernberg-am-inn,2008,Berufsb. Unterricht,16762.58
obernberg-am-inn,2008,Erwachsenenbildung,15436.86
obernberg-am-inn,2008,Förderung des Unterrichtes,9256.97
obernberg-am-inn,2008,Sport und außerschulische Leibeserziehung,5464.32
obernberg-am-inn,2008,Summe,508519.34
obernberg-am-inn,2009,Vorschulische Erziehung,311530.62
obernberg-am-inn,2009,Allgemeinbildender Unterricht,300578.40
obernberg-am-inn,2009,Berufsb. Unterricht,24752.86
obernberg-am-inn,2009,Erwachsenenbildung,13437.96
obernberg-am-inn,2009,Sport und außerschulische Leibeserziehung,13352.00
obernberg-am-inn,2009,Förderung des Unterrichtes,9167.39
obernberg-am-inn,2009,Summe,672819.23
obernberg-am-inn,2010,Allgemeinbildender Unterricht,419058.40
obernberg-am-inn,2010,Vorschulische Erziehung,359821.33
obernberg-am-inn,2010,Berufsb. Unterricht,20374.67
obernberg-am-inn,2010,Erwachsenenbildung,11373.78
obernberg-am-inn,2010,Förderung des Unterrichtes,10151.58
obernberg-am-inn,2010,Sport und außerschulische Leibeserziehung,771.95
obernberg-am-inn,2010,Summe,821551.71
obernberg-am-inn,2011,Allgemeinbildender Unterricht,302439.95
obernberg-am-inn,2011,Vorschulische Erziehung,290103.63
obernberg-am-inn,2011,Erwachsenenbildung,11725.41
obernberg-am-inn,2011,Förderung des Unterrichtes,9803.82
obernberg-am-inn,2011,Berufsb. Unterricht,3421.56
obernberg-am-inn,2011,Sport und außerschulische Leibeserziehung,632.98
obernberg-am-inn,2011,Summe,618127.35
obernberg-am-inn,2012,Allgemeinbildender Unterricht,295225.64
obernberg-am-inn,2012,Vorschulische Erziehung,254826.93
obernberg-am-inn,2012,Erwachsenenbildung,12250.17
obernberg-am-inn,2012,Berufsb. Unterricht,9487.04
obernberg-am-inn,2012,Förderung des Unterrichtes,9178.02
obernberg-am-inn,2012,Sport und außerschulische Leibeserziehung,1235.41
obernberg-am-inn,2012,Summe,582203.21
obernberg-am-inn,2013,Allgemeinbildender Unterricht,1293211.01
obernberg-am-inn,2013,Vorschulische Erziehung,234490.31
obernberg-am-inn,2013,Erwachsenenbildung,10919.13
obernberg-am-inn,2013,Förderung des Unterrichtes,8032.05
obernberg-am-inn,2013,Berufsb. Unterricht,7270.42
obernberg-am-inn,2013,Sport und außerschulische Leibeserziehung,1073.59
obernberg-am-inn,2013,Summe,1554996.51
obernberg-am-inn,2014,Allgemeinbildender Unterricht,848150.50
obernberg-am-inn,2014,Vorschulische Erziehung,255361.48
obernberg-am-inn,2014,Berufsb. Unterricht,8543.95
obernberg-am-inn,2014,Förderung des Unterrichtes,6595.11
obernberg-am-inn,2014,Erwachsenenbildung,3802.86
obernberg-am-inn,2014,Sport und außerschulische Leibeserziehung,2405.15
obernberg-am-inn,2014,Summe,1124859.05
obernberg-am-inn,2015,Allgemeinbildender Unterricht,612411.66
obernberg-am-inn,2015,Vorschulische Erziehung,219329.88
obernberg-am-inn,2015,Berufsb. Unterricht,10883.00
obernberg-am-inn,2015,Förderung des Unterrichtes,4915.21
obernberg-am-inn,2015,Erwachsenenbildung,4783.50
obernberg-am-inn,2015,Sport und außerschulische Leibeserziehung,3350.05
obernberg-am-inn,2015,Summe,855673.3
obernberg-am-inn,2016,Allgemeinbildender Unterricht,518327.86
obernberg-am-inn,2016,Vorschulische Erziehung,230445.51
obernberg-am-inn,2016,Förderung des Unterrichtes,20480.90
obernberg-am-inn,2016,Berufsb. Unterricht,8409.34
obernberg-am-inn,2016,Erwachsenenbildung,4430.61
obernberg-am-inn,2016,Sport und außerschulische Leibeserziehung,4034.53
obernberg-am-inn,2016,Forschung und Wissenschaft,795.00
obernberg-am-inn,2016,Summe,786923.75
obernberg-am-inn,2017,Allgemeinbildender Unterricht,508976.35
obernberg-am-inn,2017,Vorschulische Erziehung,244723.16
obernberg-am-inn,2017,Förderung des Unterrichtes,24823.76
obernberg-am-inn,2017,Berufsb. Unterricht,17336.16
obernberg-am-inn,2017,Erwachsenenbildung,4668.07
obernberg-am-inn,2017,Sport und außerschulische Leibeserziehung,2737.34
obernberg-am-inn,2017,Forschung und Wissenschaft,1396.00
obernberg-am-inn,2017,Summe,804660.84
obernberg-am-inn,2018,Allgemeinbildender Unterricht,369064.81
obernberg-am-inn,2018,Vorschulische Erziehung,268728.29
obernberg-am-inn,2018,Förderung des Unterrichtes,28944.13
obernberg-am-inn,2018,Berufsb. Unterricht,10780.65
obernberg-am-inn,2018,Erwachsenenbildung,4651.79
obernberg-am-inn,2018,Forschung und Wissenschaft,1350.00
obernberg-am-inn,2018,Sport und außerschulische Leibeserziehung,1174.60
obernberg-am-inn,2018,Summe,684694.27
obernberg-am-inn,2019,Allgemeinbildender Unterricht,369064.81
obernberg-am-inn,2019,Vorschulische Erziehung,268728.29
obernberg-am-inn,2019,Förderung des Unterrichtes,28944.13
obernberg-am-inn,2019,Berufsb. Unterricht,10780.65
obernberg-am-inn,2019,Erwachsenenbildung,4651.79
obernberg-am-inn,2019,Forschung und Wissenschaft,1350.00
obernberg-am-inn,2019,Sport und außerschulische Leibeserziehung,1174.60
obernberg-am-inn,2019,Summe,684694.27
oberndorf-bei-schwanenstadt,2007,Vorschulische Erziehung,119816.81
oberndorf-bei-schwanenstadt,2007,Allgemeinbildender Unterricht,78145.78
oberndorf-bei-schwanenstadt,2007,Sport und außerschulische Leibeserziehung,20856.61
oberndorf-bei-schwanenstadt,2007,Berufsb. Unterricht,8740.15
oberndorf-bei-schwanenstadt,2007,Förderung des Unterrichtes,4168.85
oberndorf-bei-schwanenstadt,2007,Erwachsenenbildung,880.00
oberndorf-bei-schwanenstadt,2007,Summe,232608.2
oberndorf-bei-schwanenstadt,2008,Allgemeinbildender Unterricht,89388.20
oberndorf-bei-schwanenstadt,2008,Vorschulische Erziehung,61135.67
oberndorf-bei-schwanenstadt,2008,Sport und außerschulische Leibeserziehung,14538.92
oberndorf-bei-schwanenstadt,2008,Berufsb. Unterricht,14140.26
oberndorf-bei-schwanenstadt,2008,Förderung des Unterrichtes,3932.57
oberndorf-bei-schwanenstadt,2008,Außerschulische Jugenerziehung,1432.73
oberndorf-bei-schwanenstadt,2008,Erwachsenenbildung,580.00
oberndorf-bei-schwanenstadt,2008,Summe,185148.35
oberndorf-bei-schwanenstadt,2009,Vorschulische Erziehung,114163.93
oberndorf-bei-schwanenstadt,2009,Allgemeinbildender Unterricht,92290.80
oberndorf-bei-schwanenstadt,2009,Sport und außerschulische Leibeserziehung,15755.39
oberndorf-bei-schwanenstadt,2009,Berufsb. Unterricht,15003.02
oberndorf-bei-schwanenstadt,2009,Förderung des Unterrichtes,3258.76
oberndorf-bei-schwanenstadt,2009,Außerschulische Jugenerziehung,2531.09
oberndorf-bei-schwanenstadt,2009,Erwachsenenbildung,580.00
oberndorf-bei-schwanenstadt,2009,Summe,243582.99
oberndorf-bei-schwanenstadt,2010,Vorschulische Erziehung,99019.23
oberndorf-bei-schwanenstadt,2010,Allgemeinbildender Unterricht,91180.10
oberndorf-bei-schwanenstadt,2010,Berufsb. Unterricht,14506.54
oberndorf-bei-schwanenstadt,2010,Sport und außerschulische Leibeserziehung,13157.63
oberndorf-bei-schwanenstadt,2010,Außerschulische Jugenerziehung,4905.46
oberndorf-bei-schwanenstadt,2010,Förderung des Unterrichtes,1696.59
oberndorf-bei-schwanenstadt,2010,Summe,224465.55
oberndorf-bei-schwanenstadt,2011,Vorschulische Erziehung,127453.82
oberndorf-bei-schwanenstadt,2011,Allgemeinbildender Unterricht,79490.63
oberndorf-bei-schwanenstadt,2011,Sport und außerschulische Leibeserziehung,12915.01
oberndorf-bei-schwanenstadt,2011,Außerschulische Jugenerziehung,9965.78
oberndorf-bei-schwanenstadt,2011,Berufsb. Unterricht,7037.14
oberndorf-bei-schwanenstadt,2011,Förderung des Unterrichtes,1989.32
oberndorf-bei-schwanenstadt,2011,Erwachsenenbildung,400.00
oberndorf-bei-schwanenstadt,2011,Summe,239251.7
oberndorf-bei-schwanenstadt,2012,Vorschulische Erziehung,137210.10
oberndorf-bei-schwanenstadt,2012,Allgemeinbildender Unterricht,77840.71
oberndorf-bei-schwanenstadt,2012,Sport und außerschulische Leibeserziehung,17364.69
oberndorf-bei-schwanenstadt,2012,Berufsb. Unterricht,8124.00
oberndorf-bei-schwanenstadt,2012,Außerschulische Jugenerziehung,6908.21
oberndorf-bei-schwanenstadt,2012,Förderung des Unterrichtes,877.02
oberndorf-bei-schwanenstadt,2012,Erwachsenenbildung,400.00
oberndorf-bei-schwanenstadt,2012,Summe,248724.73
oberndorf-bei-schwanenstadt,2013,Vorschulische Erziehung,106720.88
oberndorf-bei-schwanenstadt,2013,Allgemeinbildender Unterricht,82911.04
oberndorf-bei-schwanenstadt,2013,Sport und außerschulische Leibeserziehung,14868.90
oberndorf-bei-schwanenstadt,2013,Außerschulische Jugenerziehung,6055.74
oberndorf-bei-schwanenstadt,2013,Berufsb. Unterricht,5782.00
oberndorf-bei-schwanenstadt,2013,Förderung des Unterrichtes,1463.16
oberndorf-bei-schwanenstadt,2013,Erwachsenenbildung,400.00
oberndorf-bei-schwanenstadt,2013,Summe,218201.72
oberndorf-bei-schwanenstadt,2014,Vorschulische Erziehung,135911.50
oberndorf-bei-schwanenstadt,2014,Sport und außerschulische Leibeserziehung,93374.60
oberndorf-bei-schwanenstadt,2014,Allgemeinbildender Unterricht,78373.08
oberndorf-bei-schwanenstadt,2014,Berufsb. Unterricht,5514.35
oberndorf-bei-schwanenstadt,2014,Außerschulische Jugenerziehung,5429.01
oberndorf-bei-schwanenstadt,2014,Förderung des Unterrichtes,980.32
oberndorf-bei-schwanenstadt,2014,Erwachsenenbildung,481.20
oberndorf-bei-schwanenstadt,2014,Summe,320064.06
oberndorf-bei-schwanenstadt,2015,Vorschulische Erziehung,121726.96
oberndorf-bei-schwanenstadt,2015,Allgemeinbildender Unterricht,82611.36
oberndorf-bei-schwanenstadt,2015,Sport und außerschulische Leibeserziehung,22222.96
oberndorf-bei-schwanenstadt,2015,Berufsb. Unterricht,10531.15
oberndorf-bei-schwanenstadt,2015,Außerschulische Jugenerziehung,5406.38
oberndorf-bei-schwanenstadt,2015,Förderung des Unterrichtes,1740.46
oberndorf-bei-schwanenstadt,2015,Erwachsenenbildung,481.20
oberndorf-bei-schwanenstadt,2015,Summe,244720.47
oberndorf-bei-schwanenstadt,2016,Vorschulische Erziehung,148146.98
oberndorf-bei-schwanenstadt,2016,Allgemeinbildender Unterricht,82923.50
